Position,Name,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Tyquan Thornton,4300,KC@MIA 09/27/2026 1:00PM ET,KC,6.3
WR,Isaiah Williams,4300,NYJ@DET 09/27/2026 1:00PM ET,NYJ,6.25
WR,Jaylin Noel,4300,HOU@IND 09/27/2026 1:00PM ET,HOU,6.35
WR,Alec Pierce,4300,HOU@IND 09/27/2026 1:00PM ET,IND,6.1
WR,Ryan Flournoy,4200,BAL@DAL 09/27/2026 4:25PM ET,DAL,5.75
WR,Darnell Mooney,4200,TEN@NYG 09/27/2026 1:00PM ET,NYG,5.75
WR,Tre Harris,4200,LAC@BUF 09/27/2026 1:00PM ET,LAC,5.65
WR,Devontez Walker,4200,BAL@DAL 09/27/2026 4:25PM ET,BAL,5.7
WR,A.J. Brown,4200,NE@JAX 09/27/2026 1:00PM ET,NE,5.6
WR,Calvin Ridley,4200,TEN@NYG 09/27/2026 1:00PM ET,TEN,5.5
WR,Ted Hurst III,4200,MIN@TB 09/27/2026 4:05PM ET,TB,5.65
WR,Darius Cooper,4100,PHI@CHI 09/28/2026 8:15PM ET,PHI,5.3
WR,Terry McLaurin,4100,SEA@WAS 09/27/2026 1:00PM ET,WAS,5.2
WR,Wan'Dale Robinson,4100,TEN@NYG 09/27/2026 1:00PM ET,TEN,5.35
WR,Keenan Allen,4100,HOU@IND 09/27/2026 1:00PM ET,IND,5.35
WR,Laquon Treadwell,4000,HOU@IND 09/27/2026 1:00PM ET,IND,4.55
WR,Kayshon Boutte,4000,HOU@IND 09/27/2026 1:00PM ET,HOU,4.9
WR,Malachi Fields,4000,TEN@NYG 09/27/2026 1:00PM ET,NYG,4.75
WR,Cooper Kupp,4000,SEA@WAS 09/27/2026 1:00PM ET,SEA,4.75
WR,Pat Bryant,4000,LA@DEN 09/27/2026 8:20PM ET,DEN,4.9
WR,Josh Cameron,4000,NE@JAX 09/27/2026 1:00PM ET,JAX,5.0
WR,Jalen Royals,3900,KC@MIA 09/27/2026 1:00PM ET,KC,4.3
WR,Xavier Legette,3900,CAR@CLE 09/27/2026 1:00PM ET,CAR,4.2
WR,Rashid Shaheed,3900,SEA@WAS 09/27/2026 1:00PM ET,SEA,4.15
WR,Courtland Sutton,3900,LA@DEN 09/27/2026 8:20PM ET,DEN,4.3
WR,Bryce Lance,3900,LV@NO 09/27/2026 4:25PM ET,NO,4.5
WR,DeMario Douglas,3900,NE@JAX 09/27/2026 1:00PM ET,NE,4.45
WR,Jared Wayne,3800,HOU@IND 09/27/2026 1:00PM ET,HOU,3.75
WR,Omar Cooper Jr.,3800,NYJ@DET 09/27/2026 1:00PM ET,NYJ,4.0
WR,Chris Moore,3800,BAL@DAL 09/27/2026 4:25PM ET,BAL,3.95
WR,Jalen Nailor,3800,LV@NO 09/27/2026 4:25PM ET,LV,3.8
WR,Jayden Reed,3700,ATL@GB 09/24/2026 8:15PM ET,GB,3.2
WR,Tez Johnson,3600,MIN@TB 09/27/2026 4:05PM ET,TB,2.75
WR,Jahan Dotson,3600,ATL@GB 09/24/2026 8:15PM ET,ATL,3.0
WR,Tutu Atwell,3600,LA@DEN 09/27/2026 8:20PM ET,LA,2.9
WR,Quentin Johnston,3600,LAC@BUF 09/27/2026 1:00PM ET,LAC,3.05
WR,LaJohntay Wester,3600,BAL@DAL 09/27/2026 4:25PM ET,BAL,2.95
WR,Isaac TeSlaa,3500,NYJ@DET 09/27/2026 1:00PM ET,DET,2.3
WR,Brenen Thompson,3500,LAC@BUF 09/27/2026 1:00PM ET,LAC,2.3
WR,Andrei Iosivas,3500,CIN@PIT 09/27/2026 1:00PM ET,CIN,2.45
WR,Makai Lemon,3500,PHI@CHI 09/28/2026 8:15PM ET,PHI,2.2
WR,Jerry Jeudy,3500,CAR@CLE 09/27/2026 1:00PM ET,CLE,2.3
WR,Marvin Harrison Jr.,3500,ARI@SF 09/27/2026 4:05PM ET,ARI,2.15
WR,Dyami Brown,3400,SEA@WAS 09/27/2026 1:00PM ET,WAS,2.05
WR,Jordan Addison,3400,MIN@TB 09/27/2026 4:05PM ET,MIN,2.05
WR,Troy Franklin,3400,LA@DEN 09/27/2026 8:20PM ET,DEN,2.1
WR,Dareke Young,3400,LV@NO 09/27/2026 4:25PM ET,LV,1.85
WR,Zachariah Branch,3400,ATL@GB 09/24/2026 8:15PM ET,ATL,1.7
WR,Ja'Kobi Lane,3400,BAL@DAL 09/27/2026 4:25PM ET,BAL,2.1
WR,Isaiah Bond,3400,CAR@CLE 09/27/2026 1:00PM ET,CLE,2.0
WR,Jonathan Mingo,3400,BAL@DAL 09/27/2026 4:25PM ET,DAL,2.0
WR,Jordan Whittington,3400,LA@DEN 09/27/2026 8:20PM ET,LA,1.8
WR,Colbie Young,3400,CIN@PIT 09/27/2026 1:00PM ET,CIN,1.7
WR,Kevin Austin Jr.,3400,LV@NO 09/27/2026 4:25PM ET,NO,1.7
WR,Dohnte Meyers,3400,CIN@PIT 09/27/2026 1:00PM ET,CIN,1.9
WR,Chris Bell,3400,KC@MIA 09/27/2026 1:00PM ET,MIA,1.75
WR,KhaDarel Hodge,3300,ARI@SF 09/27/2026 4:05PM ET,SF,1.4
WR,Skyy Moore,3300,ATL@GB 09/24/2026 8:15PM ET,GB,1.3
WR,Deion Burks,3300,HOU@IND 09/27/2026 1:00PM ET,IND,1.4
WR,Olamide Zaccheaus,3300,ATL@GB 09/24/2026 8:15PM ET,ATL,1.4
WR,Marquise Brown,3300,PHI@CHI 09/28/2026 8:15PM ET,PHI,1.2
WR,Ben Skowronek,3300,CIN@PIT 09/27/2026 1:00PM ET,PIT,1.2
WR,Konata Mumpfield,3200,LA@DEN 09/27/2026 8:20PM ET,LA,1.1
WR,Kyle Williams,3200,NE@JAX 09/27/2026 1:00PM ET,NE,1.0
WR,Chris Blair,3200,ATL@GB 09/24/2026 8:15PM ET,ATL,0.8
WR,Efton Chism III,3200,NE@JAX 09/27/2026 1:00PM ET,NE,0.8
WR,Bo Melton,3200,ATL@GB 09/24/2026 8:15PM ET,GB,1.0
WR,KaVontae Turpin,3200,BAL@DAL 09/27/2026 4:25PM ET,DAL,0.95
WR,Chimere Dike,3200,TEN@NYG 09/27/2026 1:00PM ET,TEN,0.85
WR,Jaylin Lane,3100,SEA@WAS 09/27/2026 1:00PM ET,WAS,0.7
WR,Malik Benson,3100,LV@NO 09/27/2026 4:25PM ET,LV,0.4
WR,Barion Brown,3000,LV@NO 09/27/2026 4:25PM ET,NO,0.15
WR,J. Michael Sturdivant,3000,ATL@GB 09/24/2026 8:15PM ET,GB,0.0
WR,Jimmy Horn Jr.,3000,CAR@CLE 09/27/2026 1:00PM ET,CAR,0.0
WR,Tom Kennedy,3000,NYJ@DET 09/27/2026 1:00PM ET,DET,0.0
WR,John Metchie III,3000,CAR@CLE 09/27/2026 1:00PM ET,CAR,0.0
WR,Tay Martin,3000,NYJ@DET 09/27/2026 1:00PM ET,DET,0.0
WR,Marvin Mims Jr.,3000,LA@DEN 09/27/2026 8:20PM ET,DEN,0.0
WR,Brycen Tremayne,3000,CAR@CLE 09/27/2026 1:00PM ET,CAR,0.0
WR,Britain Covey,3000,PHI@CHI 09/28/2026 8:15PM ET,PHI,0.0
WR,Treylon Burks,3000,SEA@WAS 09/27/2026 1:00PM ET,WAS,0.0
WR,Derius Davis,3000,LAC@BUF 09/27/2026 1:00PM ET,LAC,0.0
WR,Xavier Smith,3000,LA@DEN 09/27/2026 8:20PM ET,LA,0.0
WR,Nikko Remigio,3000,KC@MIA 09/27/2026 1:00PM ET,KC,0.0
WR,Jalen Brooks,3000,ARI@SF 09/27/2026 4:05PM ET,ARI,0.0
WR,Kaden Wetjen,3000,CIN@PIT 09/27/2026 1:00PM ET,PIT,0.0
WR,Kaden Davis,3000,PHI@CHI 09/28/2026 8:15PM ET,CHI,0.0
WR,Zavion Thomas,3000,PHI@CHI 09/28/2026 8:15PM ET,CHI,0.0
WR,Cyrus Allen,3000,KC@MIA 09/27/2026 1:00PM ET,KC,0.0
WR,Jacob Cowing,3000,ARI@SF 09/27/2026 4:05PM ET,SF,0.0
WR,Kameron Johnson,3000,MIN@TB 09/27/2026 4:05PM ET,TB,0.0
WR,Malachi Corley,3000,CAR@CLE 09/27/2026 1:00PM ET,CLE,0.0
WR,Arian Smith,3000,NYJ@DET 09/27/2026 1:00PM ET,NYJ,0.0
WR,Anthony Gould,3000,HOU@IND 09/27/2026 1:00PM ET,IND,0.0
WR,Jauan Jennings,3000,MIN@TB 09/27/2026 4:05PM ET,MIN,0.0
WR,Devin Duvernay,3000,ARI@SF 09/27/2026 4:05PM ET,ARI,0.0
WR,Simi Fehoko,3000,ARI@SF 09/27/2026 4:05PM ET,ARI,0.0
WR,Montorie Foster Jr,3000,SEA@WAS 09/27/2026 1:00PM ET,SEA,0.0
WR,Lil'Jordan Humphrey,3000,LA@DEN 09/27/2026 8:20PM ET,DEN,0.0
WR,Greg Dortch,3000,LAC@BUF 09/27/2026 1:00PM ET,BUF,0.0
WR,Ashton Dulin,3000,HOU@IND 09/27/2026 1:00PM ET,IND,0.0
WR,Myles Price,3000,MIN@TB 09/27/2026 4:05PM ET,MIN,0.0
WR,Braxton Berrios,3000,TEN@NYG 09/27/2026 1:00PM ET,NYG,0.0
WR,Kevin Coleman Jr.,3000,KC@MIA 09/27/2026 1:00PM ET,MIA,0.0
